bookName,author,email,id,authorUrl,pmUrl,bookUrl,followerCount,pageCount,viewCount,chaptersCount,lastUpdateDate,dataCollectionDate,actionPlanned
"System.Start(10""John"")",joshjosh100,,33071,https://www.royalroad.com/profile/85424,https://www.royalroad.com/private/send/85424,https://www.royalroad.com/fiction/33071/systemstart10john,2,1,38,1,JUNE052020,15 Jun 2020 13:52:32 GMT,
The Mythical Ring Of 10,SicariusRR,,32556,https://www.royalroad.com/profile/160685,https://www.royalroad.com/private/send/160685,https://www.royalroad.com/fiction/32556/the-mythical-ring-of-10,2,0,23,1,MAY172020,15 Jun 2020 13:52:32 GMT,
Numba Cruncha,Rigby Taylor,,32848,https://www.royalroad.com/profile/167943,https://www.royalroad.com/private/send/167943,https://www.royalroad.com/fiction/32848/numba-cruncha,1,211,206,22,JUNE072020,15 Jun 2020 13:52:32 GMT,
Last Shadows of a Booming Sky,FAHyatt,,32019,https://www.royalroad.com/profile/157226,https://www.royalroad.com/private/send/157226,https://www.royalroad.com/fiction/32019/last-shadows-of-a-booming-sky,1,167,1026,22,JUNE142020,15 Jun 2020 13:52:32 GMT,
Cross Roads: Wolves of Oleander (Book Three),btinovels,,29148,https://www.royalroad.com/profile/146723,https://www.royalroad.com/private/send/146723,https://www.royalroad.com/fiction/29148/cross-roads-wolves-of-oleander-book-three,1,156,1740,26,JUNE032020,15 Jun 2020 13:52:32 GMT,PM Sent
The Juveniles - Book 2,JFSA132,,28807,https://www.royalroad.com/profile/134805,https://www.royalroad.com/private/send/134805,https://www.royalroad.com/fiction/28807/the-juveniles-book-2,1,134,567,9,MAY192020,15 Jun 2020 13:52:32 GMT,
Rainshade & The Golden Bullet,Rainshade,,32823,https://www.royalroad.com/profile/167404,https://www.royalroad.com/private/send/167404,https://www.royalroad.com/fiction/32823/rainshade-the-golden-bullet,1,102,85,6,JUNE122020,15 Jun 2020 13:52:32 GMT,
THE WARRIOR QUEEN: PART ONE,fein_wein,,30366,https://www.royalroad.com/profile/152548,https://www.royalroad.com/private/send/152548,https://www.royalroad.com/fiction/30366/the-warrior-queen-part-one,2,13,71,2,JUNE132020,15 Jun 2020 13:52:32 GMT,
P.B.A. (Public Benefit Assassin),Used_To_Have_A_Sleep_Schedule,,32484,https://www.royalroad.com/profile/165629,https://www.royalroad.com/private/send/165629,https://www.royalroad.com/fiction/32484/pba-public-benefit-assassin,2,13,121,4,MAY272020,15 Jun 2020 13:52:32 GMT,
To survive this world with a fixed skill set!,nieldade,,33042,https://www.royalroad.com/profile/55033,https://www.royalroad.com/private/send/55033,https://www.royalroad.com/fiction/33042/to-survive-this-world-with-a-fixed-skill-set,2,12,79,2,JUNE042020,15 Jun 2020 13:52:32 GMT,
Journey of Immortals,Newgate Edward,,32339,https://www.royalroad.com/profile/164774,https://www.royalroad.com/private/send/164774,https://www.royalroad.com/fiction/32339/journey-of-immortals,2,12,116,3,MAY202020,15 Jun 2020 13:52:32 GMT,
An Exile's Journey,Spawn of Mutran,,33278,https://www.royalroad.com/profile/131721,https://www.royalroad.com/private/send/131721,https://www.royalroad.com/fiction/33278/an-exiles-journey,2,12,25,1,JUNE122020,15 Jun 2020 13:52:32 GMT,
The Return of Amaranthine,InkSlinger,,33218,https://www.royalroad.com/profile/169873,https://www.royalroad.com/private/send/169873,https://www.royalroad.com/fiction/33218/the-return-of-amaranthine,2,12,36,2,JUNE122020,15 Jun 2020 13:52:32 GMT,
NEW EARTH,Garpuk,,33061,https://www.royalroad.com/profile/63958,https://www.royalroad.com/private/send/63958,https://www.royalroad.com/fiction/33061/new-earth,2,12,193,3,JUNE092020,15 Jun 2020 13:52:32 GMT,
Wrong System Wrong Universe!,Simply Gray,,33053,https://www.royalroad.com/profile/155393,https://www.royalroad.com/private/send/155393,https://www.royalroad.com/fiction/33053/wrong-system-wrong-universe,2,12,62,1,JUNE042020,15 Jun 2020 13:52:32 GMT,PM Sent
Urban Immortal,Kinu456,,33066,https://www.royalroad.com/profile/71363,https://www.royalroad.com/private/send/71363,https://www.royalroad.com/fiction/33066/urban-immortal,2,10,38,2,JUNE062020,15 Jun 2020 13:52:32 GMT,
The Celestial Kingdom,Ard3nt Ang3l,,33200,https://www.royalroad.com/profile/169820,https://www.royalroad.com/private/send/169820,https://www.royalroad.com/fiction/33200/the-celestial-kingdom,2,9,69,2,JUNE112020,15 Jun 2020 13:52:32 GMT,
#1 Shadow,Hubi,,32980,https://www.royalroad.com/profile/168711,https://www.royalroad.com/private/send/168711,https://www.royalroad.com/fiction/32980/1-shadow,2,8,15,1,JUNE022020,15 Jun 2020 13:52:32 GMT,
Summoned and Unwanted,VisualKoFey,,33233,https://www.royalroad.com/profile/170101,https://www.royalroad.com/private/send/170101,https://www.royalroad.com/fiction/33233/summoned-and-unwanted,2,7,34,1,JUNE112020,15 Jun 2020 13:52:32 GMT,
Supernatural,gothicscorpio156,,32695,https://www.royalroad.com/profile/165605,https://www.royalroad.com/private/send/165605,https://www.royalroad.com/fiction/32695/supernatural,2,7,283,7,MAY292020,15 Jun 2020 13:52:32 GMT,
Akiko the Brave,Slick_the_Bandit,,32718,https://www.royalroad.com/profile/142191,https://www.royalroad.com/private/send/142191,https://www.royalroad.com/fiction/32718/akiko-the-brave,2,6,151,1,MAY242020,15 Jun 2020 13:52:32 GMT,
Replicate,WrittenByZach,,33169,https://www.royalroad.com/profile/169756,https://www.royalroad.com/private/send/169756,https://www.royalroad.com/fiction/33169/replicate,2,6,38,1,JUNE082020,15 Jun 2020 13:52:32 GMT,
Call From The Void,Penguinsnake,,33038,https://www.royalroad.com/profile/168764,https://www.royalroad.com/private/send/168764,https://www.royalroad.com/fiction/33038/call-from-the-void,2,5,34,1,JUNE042020,15 Jun 2020 13:52:32 GMT,
The almighty parasite,Percules,,33251,https://www.royalroad.com/profile/170136,https://www.royalroad.com/private/send/170136,https://www.royalroad.com/fiction/33251/the-almighty-parasite,2,5,40,1,JUNE112020,15 Jun 2020 13:52:32 GMT,
The Undiscovered,Eddie Roberts,,32439,https://www.royalroad.com/profile/165398,https://www.royalroad.com/private/send/165398,https://www.royalroad.com/fiction/32439/the-undiscovered,2,4,88,3,MAY252020,15 Jun 2020 13:52:32 GMT,
Goblin: Demon God's gift,Jackpacker,,32630,https://www.royalroad.com/profile/166234,https://www.royalroad.com/private/send/166234,https://www.royalroad.com/fiction/32630/goblin-demon-gods-gift,2,3,62,1,MAY192020,15 Jun 2020 13:52:32 GMT,
Moderators,litelen2,,32583,https://www.royalroad.com/profile/166396,https://www.royalroad.com/private/send/166396,https://www.royalroad.com/fiction/32583/moderators,2,3,82,2,MAY222020,15 Jun 2020 13:52:32 GMT,
Declining Destiny,Alexa Jones,,32604,https://www.royalroad.com/profile/162133,https://www.royalroad.com/private/send/162133,https://www.royalroad.com/fiction/32604/declining-destiny,2,39,255,8,JUNE132020,15 Jun 2020 13:52:32 GMT,
Death Visions,Byleth Eisner,,32633,https://www.royalroad.com/profile/161985,https://www.royalroad.com/private/send/161985,https://www.royalroad.com/fiction/32633/death-visions,2,37,180,5,MAY302020,15 Jun 2020 13:52:32 GMT,
Waiting For The Demon Lord,Reidth Fox,,31977,https://www.royalroad.com/profile/125874,https://www.royalroad.com/private/send/125874,https://www.royalroad.com/fiction/31977/waiting-for-the-demon-lord,2,34,233,6,MAY212020,15 Jun 2020 13:52:32 GMT,
Life Leaper,Catface,,33059,https://www.royalroad.com/profile/162778,https://www.royalroad.com/private/send/162778,https://www.royalroad.com/fiction/33059/life-leaper,2,33,176,6,JUNE082020,15 Jun 2020 13:52:32 GMT,
Apathetic Transition,Aballer5,,33162,https://www.royalroad.com/profile/121014,https://www.royalroad.com/private/send/121014,https://www.royalroad.com/fiction/33162/apathetic-transition,2,32,71,4,JUNE112020,15 Jun 2020 13:52:32 GMT,
Tails of life,Lavolpe3,,33214,https://www.royalroad.com/profile/108495,https://www.royalroad.com/private/send/108495,https://www.royalroad.com/fiction/33214/tails-of-life,2,31,296,10,JUNE122020,15 Jun 2020 13:52:32 GMT,
JoJo's Bizarre Adventure: Run the Jewels,Kreayshawn,,33257,https://www.royalroad.com/profile/170246,https://www.royalroad.com/private/send/170246,https://www.royalroad.com/fiction/33257/jojos-bizarre-adventure-run-the-jewels,2,36,188,6,JUNE152020,15 Jun 2020 13:52:32 GMT,
The Dead Girl's Reply,Marx Fyli,,33269,https://www.royalroad.com/profile/159571,https://www.royalroad.com/private/send/159571,https://www.royalroad.com/fiction/33269/the-dead-girls-reply,2,29,30,1,JUNE122020,15 Jun 2020 13:52:32 GMT,
eshra,marcstef,,32804,https://www.royalroad.com/profile/10166,https://www.royalroad.com/private/send/10166,https://www.royalroad.com/fiction/32804/eshra,2,26,214,4,JUNE012020,15 Jun 2020 13:52:32 GMT,
Eternity Wars V2,SamuelKKauffman,,32859,https://www.royalroad.com/profile/105200,https://www.royalroad.com/private/send/105200,https://www.royalroad.com/fiction/32859/eternity-wars-v2,2,37,191,4,JUNE152020,15 Jun 2020 13:52:32 GMT,
The Almighty Merchant's Odyssey: Through Zar'Goth,Illusory Solitude,,33302,https://www.royalroad.com/profile/170474,https://www.royalroad.com/private/send/170474,https://www.royalroad.com/fiction/33302/the-almighty-merchants-odyssey-through-zargoth,2,25,84,4,JUNE132020,15 Jun 2020 13:52:32 GMT,
Montecristo Isekai,hakatri gin,,32567,https://www.royalroad.com/profile/77744,https://www.royalroad.com/private/send/77744,https://www.royalroad.com/fiction/32567/montecristo-isekai,2,25,78,2,MAY252020,15 Jun 2020 13:52:32 GMT,
Chronicle of the Fated General,Thalimaer,,32833,https://www.royalroad.com/profile/55102,https://www.royalroad.com/private/send/55102,https://www.royalroad.com/fiction/32833/chronicle-of-the-fated-general,2,22,102,4,MAY292020,15 Jun 2020 13:52:32 GMT,
Lifeward,Ponts,,32528,https://www.royalroad.com/profile/165900,https://www.royalroad.com/private/send/165900,https://www.royalroad.com/fiction/32528/lifeward,2,22,304,8,JUNE072020,15 Jun 2020 13:52:32 GMT,
The Demon King's Cowardly Vessel,LuoYeYouLing,,33223,https://www.royalroad.com/profile/122467,https://www.royalroad.com/private/send/122467,https://www.royalroad.com/fiction/33223/the-demon-kings-cowardly-vessel,2,17,113,3,JUNE122020,15 Jun 2020 13:52:32 GMT,
Demon Of War,Alexander Pacheco,,32632,https://www.royalroad.com/profile/166670,https://www.royalroad.com/private/send/166670,https://www.royalroad.com/fiction/32632/demon-of-war,2,17,206,9,MAY212020,15 Jun 2020 13:52:32 GMT,
What Is Evil?,FreyaTheGreat,,32738,https://www.royalroad.com/profile/167437,https://www.royalroad.com/private/send/167437,https://www.royalroad.com/fiction/32738/what-is-evil,2,17,68,2,MAY312020,15 Jun 2020 13:52:32 GMT,
Queen's hubby,yvette J,,32606,https://www.royalroad.com/profile/166463,https://www.royalroad.com/private/send/166463,https://www.royalroad.com/fiction/32606/queens-hubby,2,15,213,4,MAY312020,15 Jun 2020 13:52:32 GMT,
Kong Nanren,Oomtown,,32451,https://www.royalroad.com/profile/162017,https://www.royalroad.com/private/send/162017,https://www.royalroad.com/fiction/32451/kong-nanren,2,14,125,2,MAY132020,15 Jun 2020 13:52:32 GMT,
House of Ash and Fire,JackReynolds05,,32939,https://www.royalroad.com/profile/168428,https://www.royalroad.com/private/send/168428,https://www.royalroad.com/fiction/32939/house-of-ash-and-fire,2,14,84,2,JUNE012020,15 Jun 2020 13:52:32 GMT,
Alien: Tribulation,Narayan,,31510,https://www.royalroad.com/profile/159788,https://www.royalroad.com/private/send/159788,https://www.royalroad.com/fiction/31510/alien-tribulation,2,97,608,8,JUNE062020,15 Jun 2020 13:52:32 GMT,
A Man At Arms,Wits End,,33142,https://www.royalroad.com/profile/169256,https://www.royalroad.com/private/send/169256,https://www.royalroad.com/fiction/33142/a-man-at-arms,2,84,519,14,JUNE142020,15 Jun 2020 13:52:32 GMT,
[Chronicles of Sevestia] Book 1: Rebellion,severedifficulty,,28550,https://www.royalroad.com/profile/143358,https://www.royalroad.com/private/send/143358,https://www.royalroad.com/fiction/28550/chronicles-of-sevestia-book-1-rebellion,2,82,1323,12,JUNE092020,15 Jun 2020 13:52:32 GMT,
Tales of Ackerhon : Rise of The Fallen,Lord Zero,,32806,https://www.royalroad.com/profile/167547,https://www.royalroad.com/private/send/167547,https://www.royalroad.com/fiction/32806/tales-of-ackerhon-rise-of-the-fallen,2,80,386,11,JUNE122020,15 Jun 2020 13:52:32 GMT,
Adventures of Vee,Anattempt,,32895,https://www.royalroad.com/profile/168271,https://www.royalroad.com/private/send/168271,https://www.royalroad.com/fiction/32895/adventures-of-vee,2,78,515,12,JUNE142020,15 Jun 2020 13:52:32 GMT,
Saga of Vallauria: Axion,Z E N O,,32616,https://www.royalroad.com/profile/166366,https://www.royalroad.com/private/send/166366,https://www.royalroad.com/fiction/32616/saga-of-vallauria-axion,2,70,81,4,JUNE082020,15 Jun 2020 13:52:32 GMT,
Trap and Fade: The Worst Fantasy,Daisuke Hanashi,,32840,https://www.royalroad.com/profile/156651,https://www.royalroad.com/private/send/156651,https://www.royalroad.com/fiction/32840/trap-and-fade-the-worst-fantasy,2,67,240,10,JUNE132020,15 Jun 2020 13:52:32 GMT,
Of Life and Death,Mekoma Mizuko,,30502,https://www.royalroad.com/profile/154759,https://www.royalroad.com/private/send/154759,https://www.royalroad.com/fiction/30502/of-life-and-death,2,66,558,6,MAY212020,15 Jun 2020 13:52:32 GMT,
Hellacious,Bryxton,,32595,https://www.royalroad.com/profile/166468,https://www.royalroad.com/private/send/166468,https://www.royalroad.com/fiction/32595/hellacious,2,65,651,14,JUNE122020,15 Jun 2020 13:52:32 GMT,
Resolve,gameboy6666,,32858,https://www.royalroad.com/profile/63855,https://www.royalroad.com/private/send/63855,https://www.royalroad.com/fiction/32858/resolve,2,63,415,13,MAY292020,15 Jun 2020 13:52:32 GMT,
The Last Cold-Blooded Kin,Elvar Myrkvi,,32892,https://www.royalroad.com/profile/161506,https://www.royalroad.com/private/send/161506,https://www.royalroad.com/fiction/32892/the-last-cold-blooded-kin,2,59,349,7,JUNE102020,15 Jun 2020 13:52:32 GMT,
Of Humans Demons and Cats,Squid Almighty,,32796,https://www.royalroad.com/profile/167620,https://www.royalroad.com/private/send/167620,https://www.royalroad.com/fiction/32796/of-humans-demons-and-cats,2,59,254,5,JUNE082020,15 Jun 2020 13:52:32 GMT,
ATOR,20RedCrow02,,29334,https://www.royalroad.com/profile/146833,https://www.royalroad.com/private/send/146833,https://www.royalroad.com/fiction/29334/ator,2,57,396,4,JUNE072020,15 Jun 2020 13:52:32 GMT,
The River and Two Moons,Suzy Down,,29985,https://www.royalroad.com/profile/151806,https://www.royalroad.com/private/send/151806,https://www.royalroad.com/fiction/29985/the-river-and-two-moons,2,56,312,6,JUNE072020,15 Jun 2020 13:52:32 GMT,
The Law of Gods and Men: Kingdom of Bones,TwayneJustice,,31980,https://www.royalroad.com/profile/162251,https://www.royalroad.com/private/send/162251,https://www.royalroad.com/fiction/31980/the-law-of-gods-and-men-kingdom-of-bones,2,52,312,7,JUNE092020,15 Jun 2020 13:52:32 GMT,
When Shadows Break,Monoksbones,,32433,https://www.royalroad.com/profile/10351,https://www.royalroad.com/private/send/10351,https://www.royalroad.com/fiction/32433/when-shadows-break,2,52,434,8,JUNE032020,15 Jun 2020 13:52:32 GMT,
War Elements and Magic,Neatio,,32988,https://www.royalroad.com/profile/168754,https://www.royalroad.com/private/send/168754,https://www.royalroad.com/fiction/32988/war-elements-and-magic,2,51,97,4,JUNE062020,15 Jun 2020 13:52:32 GMT,
The Collector,freir,,31704,https://www.royalroad.com/profile/156807,https://www.royalroad.com/private/send/156807,https://www.royalroad.com/fiction/31704/the-collector,2,46,424,7,MAY222020,15 Jun 2020 13:52:32 GMT,
The Astral Guide and the Anomaly,Squid Almighty,,32774,https://www.royalroad.com/profile/167620,https://www.royalroad.com/private/send/167620,https://www.royalroad.com/fiction/32774/the-astral-guide-and-the-anomaly,2,41,59,3,MAY292020,15 Jun 2020 13:52:32 GMT,
Drops,air 12,,33247,https://www.royalroad.com/profile/170042,https://www.royalroad.com/private/send/170042,https://www.royalroad.com/fiction/33247/drops,3,22,67,2,JUNE142020,15 Jun 2020 13:52:32 GMT,
The Undead Hokage,Dark Repulse,,32928,https://www.royalroad.com/profile/73848,https://www.royalroad.com/private/send/73848,https://www.royalroad.com/fiction/32928/the-undead-hokage,3,16,655,8,JUNE012020,15 Jun 2020 13:52:32 GMT,
PSYBLOC,BusterMemes,,32759,https://www.royalroad.com/profile/167022,https://www.royalroad.com/private/send/167022,https://www.royalroad.com/fiction/32759/psybloc,3,15,45,1,MAY252020,15 Jun 2020 13:52:32 GMT,
Blood Soaked Star,Graham Harrington,,32943,https://www.royalroad.com/profile/167741,https://www.royalroad.com/private/send/167741,https://www.royalroad.com/fiction/32943/blood-soaked-star,3,15,162,3,JUNE042020,15 Jun 2020 13:52:32 GMT,
Handsome Glock,George Hosokawa,,32270,https://www.royalroad.com/profile/161871,https://www.royalroad.com/private/send/161871,https://www.royalroad.com/fiction/32270/handsome-glock,3,13,280,6,JUNE132020,15 Jun 2020 13:52:32 GMT,
Rift Wars - Earth Shard,Major Payne1,,32938,https://www.royalroad.com/profile/57635,https://www.royalroad.com/private/send/57635,https://www.royalroad.com/fiction/32938/rift-wars-earth-shard,3,11,45,1,MAY312020,15 Jun 2020 13:52:32 GMT,
Ellipsis,NAITO,,32753,https://www.royalroad.com/profile/109822,https://www.royalroad.com/private/send/109822,https://www.royalroad.com/fiction/32753/ellipsis,3,9,37,1,MAY252020,15 Jun 2020 13:52:32 GMT,
Phage,ViralPassenger,,32739,https://www.royalroad.com/profile/167431,https://www.royalroad.com/private/send/167431,https://www.royalroad.com/fiction/32739/phage,3,9,38,1,MAY242020,15 Jun 2020 13:52:32 GMT,
Blood Moon,Chaos67,,32691,https://www.royalroad.com/profile/167054,https://www.royalroad.com/private/send/167054,https://www.royalroad.com/fiction/32691/blood-moon,3,7,48,2,MAY222020,15 Jun 2020 13:52:32 GMT,
The Fun System,TowerGuy,,32950,https://www.royalroad.com/profile/167264,https://www.royalroad.com/private/send/167264,https://www.royalroad.com/fiction/32950/the-fun-system,3,7,28,1,JUNE012020,15 Jun 2020 13:52:32 GMT,
Reign With Blood,Reminisce~Flight,,32773,https://www.royalroad.com/profile/67517,https://www.royalroad.com/private/send/67517,https://www.royalroad.com/fiction/32773/reign-with-blood,3,4,16,1,MAY262020,15 Jun 2020 13:52:32 GMT,
Fight for freedom,Carter MacKenzie,,32016,https://www.royalroad.com/profile/162787,https://www.royalroad.com/private/send/162787,https://www.royalroad.com/fiction/32016/fight-for-freedom,3,4,82,2,MAY292020,15 Jun 2020 13:52:32 GMT,
I became God's personal cook,DEMONul,,32879,https://www.royalroad.com/profile/168172,https://www.royalroad.com/private/send/168172,https://www.royalroad.com/fiction/32879/i-became-gods-personal-cook,3,4,247,3,JUNE012020,15 Jun 2020 13:52:32 GMT,
Douglas Sherman's Journal,Mr. Cow,,32220,https://www.royalroad.com/profile/163985,https://www.royalroad.com/private/send/163985,https://www.royalroad.com/fiction/32220/douglas-shermans-journal,3,2,234,5,MAY232020,15 Jun 2020 13:52:32 GMT,
Bakuretsu Grimoire Volume 1,Toku-san24,,32816,https://www.royalroad.com/profile/96600,https://www.royalroad.com/private/send/96600,https://www.royalroad.com/fiction/32816/bakuretsu-grimoire-volume-1,3,1,31,1,MAY272020,15 Jun 2020 13:52:32 GMT,
My Kingdom,Michael kang,,32780,https://www.royalroad.com/profile/167664,https://www.royalroad.com/private/send/167664,https://www.royalroad.com/fiction/32780/my-kingdom,3,0,37,1,MAY262020,15 Jun 2020 13:52:32 GMT,
Stone of Eclipse,SpectraDeandre,,30089,https://www.royalroad.com/profile/150884,https://www.royalroad.com/private/send/150884,https://www.royalroad.com/fiction/30089/stone-of-eclipse,2,288,1369,19,JUNE132020,15 Jun 2020 13:52:32 GMT,
World Blueprint: Variety of Life,ocelint_steiner,,29384,https://www.royalroad.com/profile/148102,https://www.royalroad.com/private/send/148102,https://www.royalroad.com/fiction/29384/world-blueprint-variety-of-life,2,268,1068,12,JUNE102020,15 Jun 2020 13:52:32 GMT,
Murder Eternal,Selrahc72,,32491,https://www.royalroad.com/profile/162393,https://www.royalroad.com/private/send/162393,https://www.royalroad.com/fiction/32491/murder-eternal,2,157,249,5,JUNE102020,15 Jun 2020 13:52:32 GMT,
A Maze of Glass,thesrhughes,,31909,https://www.royalroad.com/profile/156384,https://www.royalroad.com/private/send/156384,https://www.royalroad.com/fiction/31909/a-maze-of-glass,2,140,1300,23,JUNE092020,15 Jun 2020 13:52:32 GMT,
The Daily Life of a Strange School,TheMultiversal,,32226,https://www.royalroad.com/profile/164139,https://www.royalroad.com/private/send/164139,https://www.royalroad.com/fiction/32226/the-daily-life-of-a-strange-school,3,144,244,8,JUNE142020,15 Jun 2020 13:52:32 GMT,
Dual Rebirth (BL),Kence Russel,,31620,https://www.royalroad.com/profile/81966,https://www.royalroad.com/private/send/81966,https://www.royalroad.com/fiction/31620/dual-rebirth-bl,3,119,1366,15,MAY112020,15 Jun 2020 13:52:32 GMT,
Demon Slayer: Blizzard,DBlaviken,,31720,https://www.royalroad.com/profile/160760,https://www.royalroad.com/private/send/160760,https://www.royalroad.com/fiction/31720/demon-slayer-blizzard,3,98,173,3,MAY242020,15 Jun 2020 13:52:32 GMT,
Star Academy - Year One,AngelusAetereus,,32629,https://www.royalroad.com/profile/166622,https://www.royalroad.com/private/send/166622,https://www.royalroad.com/fiction/32629/star-academy-year-one,3,92,639,8,JUNE042020,15 Jun 2020 13:52:32 GMT,
Demon Contractor Unknowingly Becomes Less Of A Jerk,Notsonewnewbie,,32861,https://www.royalroad.com/profile/146660,https://www.royalroad.com/private/send/146660,https://www.royalroad.com/fiction/32861/demon-contractor-unknowingly-becomes-less-of-a,3,86,583,14,MAY312020,15 Jun 2020 13:52:32 GMT,
Wilder: Growth,Timothy Long,,32580,https://www.royalroad.com/profile/166152,https://www.royalroad.com/private/send/166152,https://www.royalroad.com/fiction/32580/wilder-growth,3,81,226,8,JUNE072020,15 Jun 2020 13:52:32 GMT,
After Days Chronicles: A Cabin By A Lake And The Things Beyond.,Stonesoul,,32189,https://www.royalroad.com/profile/142096,https://www.royalroad.com/private/send/142096,https://www.royalroad.com/fiction/32189/after-days-chronicles-a-cabin-by-a-lake-and-the,3,71,147,6,MAY162020,15 Jun 2020 13:52:32 GMT,
Sonya of the Seventh Seal,JoshJPoynton,,32127,https://www.royalroad.com/profile/150409,https://www.royalroad.com/private/send/150409,https://www.royalroad.com/fiction/32127/sonya-of-the-seventh-seal,3,48,163,5,MAY142020,15 Jun 2020 13:52:32 GMT,
Become Strong!,Reke Narn,,32712,https://www.royalroad.com/profile/164094,https://www.royalroad.com/private/send/164094,https://www.royalroad.com/fiction/32712/become-strong,3,34,339,6,JUNE082020,15 Jun 2020 13:52:32 GMT,
Bloody Specialist,Mr. Gabriel,,31924,https://www.royalroad.com/profile/162142,https://www.royalroad.com/private/send/162142,https://www.royalroad.com/fiction/31924/bloody-specialist,3,31,433,7,MAY152020,15 Jun 2020 13:52:32 GMT,
Hierarchy of the Ecumene,Griffitharys,,32559,https://www.royalroad.com/profile/166041,https://www.royalroad.com/private/send/166041,https://www.royalroad.com/fiction/32559/hierarchy-of-the-ecumene,3,29,397,8,MAY192020,15 Jun 2020 13:52:32 GMT,
An Apex Supreme Master Running A Library Filled With System,blank vilan,,32967,https://www.royalroad.com/profile/156791,https://www.royalroad.com/private/send/156791,https://www.royalroad.com/fiction/32967/an-apex-supreme-master-running-a-library-filled,3,29,93,2,JUNE022020,15 Jun 2020 13:52:32 GMT,
The Mysterious Mr Diassa,Burrunjor,,31755,https://www.royalroad.com/profile/155800,https://www.royalroad.com/private/send/155800,https://www.royalroad.com/fiction/31755/the-mysterious-mr-diassa,3,29,86,2,MAY272020,15 Jun 2020 13:52:32 GMT,PM Sent
The Tetris Effect,Carvalho Burgess,,32445,https://www.royalroad.com/profile/165526,https://www.royalroad.com/private/send/165526,https://www.royalroad.com/fiction/32445/the-tetris-effect,3,29,399,11,MAY282020,15 Jun 2020 13:52:32 GMT,
Remythia : Special Delivery,EvenSlash,,32242,https://www.royalroad.com/profile/164101,https://www.royalroad.com/private/send/164101,https://www.royalroad.com/fiction/32242/remythia-special-delivery,3,28,215,6,MAY102020,15 Jun 2020 13:52:32 GMT,
Dark Lands: The Exile and the Prince,Jornug,,32785,https://www.royalroad.com/profile/111658,https://www.royalroad.com/private/send/111658,https://www.royalroad.com/fiction/32785/dark-lands-the-exile-and-the-prince,3,28,53,2,JUNE072020,15 Jun 2020 13:52:32 GMT,
The Mechanism Transcript,Kay Herhen,,32083,https://www.royalroad.com/profile/162008,https://www.royalroad.com/private/send/162008,https://www.royalroad.com/fiction/32083/the-mechanism-transcript,3,27,209,7,JUNE102020,15 Jun 2020 13:52:32 GMT,
The Colosseum,Dustin Williams,,32521,https://www.royalroad.com/profile/165813,https://www.royalroad.com/private/send/165813,https://www.royalroad.com/fiction/32521/the-colosseum,3,25,107,3,MAY182020,15 Jun 2020 13:52:32 GMT,
Born with Magic and Misfortune,sallachi,,32427,https://www.royalroad.com/profile/165249,https://www.royalroad.com/private/send/165249,https://www.royalroad.com/fiction/32427/born-with-magic-and-misfortune,4,17,162,4,MAY282020,15 Jun 2020 13:52:32 GMT,
The Grand Cultivator of Unusual Means Solves a Murder,Lan_Li,,32876,https://www.royalroad.com/profile/163872,https://www.royalroad.com/private/send/163872,https://www.royalroad.com/fiction/32876/the-grand-cultivator-of-unusual-means-solves-a,4,17,40,2,JUNE082020,15 Jun 2020 13:52:32 GMT,
The Avaricious Merchant System,Madhippo,,31263,https://www.royalroad.com/profile/156704,https://www.royalroad.com/private/send/156704,https://www.royalroad.com/fiction/31263/the-avaricious-merchant-system,4,15,275,3,MAY262020,15 Jun 2020 13:52:32 GMT,
The Queen of Ash and Moon,S_cK,,32954,https://www.royalroad.com/profile/168588,https://www.royalroad.com/private/send/168588,https://www.royalroad.com/fiction/32954/the-queen-of-ash-and-moon,4,11,164,4,JUNE082020,15 Jun 2020 13:52:32 GMT,
Pure Hearted,Alexa Jones,,31906,https://www.royalroad.com/profile/162133,https://www.royalroad.com/private/send/162133,https://www.royalroad.com/fiction/31906/pure-hearted,4,10,148,3,MAY182020,15 Jun 2020 13:52:32 GMT,
Crucible of Worlds,Mynthio,,32929,https://www.royalroad.com/profile/123073,https://www.royalroad.com/private/send/123073,https://www.royalroad.com/fiction/32929/crucible-of-worlds,4,10,29,1,MAY312020,15 Jun 2020 13:52:32 GMT,
Dao of Immortal Darklight,correction10010,,32702,https://www.royalroad.com/profile/115334,https://www.royalroad.com/private/send/115334,https://www.royalroad.com/fiction/32702/dao-of-immortal-darklight,4,10,152,3,MAY292020,15 Jun 2020 13:52:32 GMT,
Yuri next door,Lillyanna,,33224,https://www.royalroad.com/profile/169268,https://www.royalroad.com/private/send/169268,https://www.royalroad.com/fiction/33224/yuri-next-door,4,9,89,2,JUNE112020,15 Jun 2020 13:52:32 GMT,
Grim Beginnings,Maxwell Farmer,,32466,https://www.royalroad.com/profile/165529,https://www.royalroad.com/private/send/165529,https://www.royalroad.com/fiction/32466/grim-beginnings,4,8,236,3,MAY152020,15 Jun 2020 13:52:32 GMT,
Blight and Bloom (GL),Siluri,,33300,https://www.royalroad.com/profile/170441,https://www.royalroad.com/private/send/170441,https://www.royalroad.com/fiction/33300/blight-and-bloom-gl,4,7,34,1,JUNE122020,15 Jun 2020 13:52:32 GMT,
