bookName,author,email,id,authorUrl,pmUrl,bookUrl,followerCount,pageCount,viewCount,chaptersCount,lastUpdateDate,dataCollectionDate,actionPlanned
HeavenXHeaven,Kyle Pham,,32399,https://www.royalroad.com/profile/160938,https://www.royalroad.com/private/send/160938,https://www.royalroad.com/fiction/32399/heavenxheaven,0,0,13,1,MAY112020,15 Jun 2020 13:52:32 GMT,PM
Silverlining,Drchoudhry,,32526,https://www.royalroad.com/profile/165970,https://www.royalroad.com/private/send/165970,https://www.royalroad.com/fiction/32526/silverlining,0,0,15,1,MAY162020,15 Jun 2020 13:52:32 GMT,
Eat,Ivan829,,32513,https://www.royalroad.com/profile/157872,https://www.royalroad.com/private/send/157872,https://www.royalroad.com/fiction/32513/eat,0,0,57,1,MAY152020,15 Jun 2020 13:52:32 GMT,
Tachyon,umm this is fred,,32925,https://www.royalroad.com/profile/165345,https://www.royalroad.com/private/send/165345,https://www.royalroad.com/fiction/32925/tachyon,0,0,20,1,MAY312020,15 Jun 2020 13:52:32 GMT,
EVA,Apocalyptic Kitty,,33183,https://www.royalroad.com/profile/169813,https://www.royalroad.com/private/send/169813,https://www.royalroad.com/fiction/33183/eva,0,0,12,1,JUNE092020,15 Jun 2020 13:52:32 GMT,
Down deeper,ShadowTitan 22,,32711,https://www.royalroad.com/profile/116680,https://www.royalroad.com/private/send/116680,https://www.royalroad.com/fiction/32711/down-deeper,0,0,28,1,MAY232020,15 Jun 2020 13:52:32 GMT,
Love Your Enemy,Bird Sandwich,,33210,https://www.royalroad.com/profile/121278,https://www.royalroad.com/private/send/121278,https://www.royalroad.com/fiction/33210/love-your-enemy,0,0,28,1,JUNE102020,15 Jun 2020 13:52:32 GMT,
Arcano Sanctorum,TwayneJustice,,33051,https://www.royalroad.com/profile/162251,https://www.royalroad.com/private/send/162251,https://www.royalroad.com/fiction/33051/arcano-sanctorum,0,6,6,1,JUNE042020,15 Jun 2020 13:52:32 GMT,
Annaldra,Posymauve,,33129,https://www.royalroad.com/profile/165533,https://www.royalroad.com/private/send/165533,https://www.royalroad.com/fiction/33129/annaldra,2,313,234,18,JUNE082020,15 Jun 2020 13:52:32 GMT,
The Last Prince,DeclanBoon,,32443,https://www.royalroad.com/profile/165446,https://www.royalroad.com/private/send/165446,https://www.royalroad.com/fiction/32443/the-last-prince,2,219,543,10,MAY292020,15 Jun 2020 13:52:32 GMT,
Always and Forever,sushy77,,31424,https://www.royalroad.com/profile/159325,https://www.royalroad.com/private/send/159325,https://www.royalroad.com/fiction/31424/always-and-forever,1,77,1993,25,MAY082020,15 Jun 2020 13:52:32 GMT,PM Sent
I Want You to Remember Me,Falcolas,,32574,https://www.royalroad.com/profile/128028,https://www.royalroad.com/private/send/128028,https://www.royalroad.com/fiction/32574/i-want-you-to-remember-me,1,28,671,10,MAY232020,15 Jun 2020 13:52:32 GMT,
The Eclipse: What really happens to those who dissapear,DJ Umber,,32497,https://www.royalroad.com/profile/165361,https://www.royalroad.com/private/send/165361,https://www.royalroad.com/fiction/32497/the-eclipse-what-really-happens-to-those-who-dissapear,1,12,43,1,MAY142020,15 Jun 2020 13:52:32 GMT,PM Sent
Talius,Kyyu3099,,32478,https://www.royalroad.com/profile/162503,https://www.royalroad.com/private/send/162503,https://www.royalroad.com/fiction/32478/talius,0,39,298,9,MAY312020,15 Jun 2020 13:52:32 GMT,PM Sent
How to Join a Cult,crocbus,,32986,https://www.royalroad.com/profile/168726,https://www.royalroad.com/private/send/168726,https://www.royalroad.com/fiction/32986/how-to-join-a-cult,0,38,235,9,JUNE062020,15 Jun 2020 13:52:32 GMT,
I Never Left Without Saying Goodbye,13496 22485,,32473,https://www.royalroad.com/profile/115089,https://www.royalroad.com/private/send/115089,https://www.royalroad.com/fiction/32473/i-never-left-without-saying-goodbye,0,38,148,7,MAY142020,15 Jun 2020 13:52:32 GMT,PM Sent
The Humanity Reclamation Project,DJ Umber,,32531,https://www.royalroad.com/profile/165361,https://www.royalroad.com/private/send/165361,https://www.royalroad.com/fiction/32531/the-humanity-reclamation-project,0,17,53,2,MAY172020,15 Jun 2020 13:52:32 GMT,PM Sent
Sharon's Job.,May G.,,32997,https://www.royalroad.com/profile/165599,https://www.royalroad.com/private/send/165599,https://www.royalroad.com/fiction/32997/sharons-job,0,9,16,1,JUNE032020,15 Jun 2020 13:52:32 GMT,
Mother of Learning,nobody103,,100374,https://www.royalroad.com/profile/100374,https://www.royalroad.com/private/send/100374,https://www.royalroad.com/fiction/21220/mother-of-learning,,,,,,15 Jun 2020 13:52:32 GMT,
Super Minion,Gogglesbear,,65732,https://www.royalroad.com/profile/65732,https://www.royalroad.com/private/send/65732,https://www.royalroad.com/fiction/21410/super-minion,,,,,,15 Jun 2020 13:52:32 GMT,
RE: Trailer Trash,FortySixtyFour,,93390,https://www.royalroad.com/profile/93390,https://www.royalroad.com/private/send/93390,https://www.royalroad.com/fiction/21322/re-trailer-trash,,,,,,15 Jun 2020 13:52:32 GMT,
Vainqueur the Dragon,Void Herald,,107213,https://www.royalroad.com/profile/107213,https://www.royalroad.com/private/send/107213,https://www.royalroad.com/fiction/26534/vainqueur-the-dragon,,,,,,15 Jun 2020 13:52:32 GMT,
There is no Epic Loot here Only Puns.,stewart92,,66734,https://www.royalroad.com/profile/66734,https://www.royalroad.com/private/send/66734,https://www.royalroad.com/fiction/15935/there-is-no-epic-loot-here-only-puns,,,,,,15 Jun 2020 13:52:32 GMT,
Arrogant Young Master Template A Variation 4,LivingSpoon,,143588,https://www.royalroad.com/profile/143588,https://www.royalroad.com/private/send/143588,https://www.royalroad.com/fiction/28601/arrogant-young-master-template-a-variation-4,,,,,,15 Jun 2020 13:52:32 GMT,
A Journey of Black and Red,Mecanimus,,105290,https://www.royalroad.com/profile/105290,https://www.royalroad.com/private/send/105290,https://www.royalroad.com/fiction/26675/a-journey-of-black-and-red,,,,,,15 Jun 2020 13:52:32 GMT,
?Path of The Lilies?,Sorahana,,85755,https://www.royalroad.com/profile/85755,https://www.royalroad.com/private/send/85755,https://www.royalroad.com/fiction/30025/path-of-the-lilies,,,,,,15 Jun 2020 13:52:32 GMT,
?River of Fate?,River Fate,,142227,https://www.royalroad.com/profile/142227,https://www.royalroad.com/private/send/142227,https://www.royalroad.com/fiction/28360/river-of-fate,,,,,,15 Jun 2020 13:52:32 GMT,
Spires,chgcstories,,148848,https://www.royalroad.com/profile/148848,https://www.royalroad.com/private/send/148848,https://www.royalroad.com/fiction/29496/spires,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Draconic Transcendence: Cinders and Ashes,Forged in Flame,,138537,https://www.royalroad.com/profile/138537,https://www.royalroad.com/private/send/138537,https://www.royalroad.com/fiction/28474/draconic-transcendence-cinders-and-ashes,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Another Terror Infinity Fan Fiction,Grim6,,51052,https://www.royalroad.com/profile/51052,https://www.royalroad.com/private/send/51052,https://www.royalroad.com/fiction/14700/another-terror-infinity-fan-fiction,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Long Shadow,Goomhbooks,,135164,https://www.royalroad.com/profile/135164,https://www.royalroad.com/private/send/135164,https://www.royalroad.com/fiction/28693/long-shadow,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Reborn into BNHA,exofurios,,136282,https://www.royalroad.com/profile/136282,https://www.royalroad.com/private/send/136282,https://www.royalroad.com/fiction/27580/reborn-into-bnha,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Arcane Power,Kuromori,,19981,https://www.royalroad.com/profile/19981,https://www.royalroad.com/private/send/19981,https://www.royalroad.com/fiction/6194/arcane-power,,,,,,15 Jun 2020 13:52:32 GMT,
Ascendant of Air,Creator Of Worlds,,121417,https://www.royalroad.com/profile/121417,https://www.royalroad.com/private/send/121417,https://www.royalroad.com/fiction/28673/ascendant-of-air,,,,,,15 Jun 2020 13:52:32 GMT,
Lied,Mitsuaki Seiji,,58528,https://www.royalroad.com/profile/58528,https://www.royalroad.com/private/send/58528,https://www.royalroad.com/fiction/11237/lied,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Monstrous Path,Simple_Dynasty,,149927,https://www.royalroad.com/profile/149927,https://www.royalroad.com/private/send/149927,https://www.royalroad.com/fiction/29927/monstrous-path,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Roses Thorns,xsupernova,,152638,https://www.royalroad.com/profile/152638,https://www.royalroad.com/private/send/152638,https://www.royalroad.com/fiction/30134/roses-thorns,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The lady is Sick,boi the king,,90611,https://www.royalroad.com/profile/90611,https://www.royalroad.com/private/send/90611,https://www.royalroad.com/fiction/29623/the-lady-is-sick,,,,,,15 Jun 2020 13:52:32 GMT,
Dark Diefentarie,OhDannyBoy72,,84620,https://www.royalroad.com/profile/84620,https://www.royalroad.com/private/send/84620,https://www.royalroad.com/fiction/29879/dark-diefentarie,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Valiant Hearts,MarkLupin,,149972,https://www.royalroad.com/profile/149972,https://www.royalroad.com/private/send/149972,https://www.royalroad.com/fiction/30135/valiant-hearts,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Occupying Space,kandykane16,,131446,https://www.royalroad.com/profile/131446,https://www.royalroad.com/private/send/131446,https://www.royalroad.com/fiction/30136/occupying-space,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Little stories of no consequence,tetran,,86356,https://www.royalroad.com/profile/86356,https://www.royalroad.com/private/send/86356,https://www.royalroad.com/fiction/30137/little-stories-of-no-consequence,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Individual Routes V1,Draeme Saekyr,,149671,https://www.royalroad.com/profile/149671,https://www.royalroad.com/private/send/149671,https://www.royalroad.com/fiction/29626/individual-routes-v1,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Murder Mystery and Monsters,Paul Tromba,,30139,https://www.royalroad.com/profile/151181,https://www.royalroad.com/private/send/151181,https://www.royalroad.com/fiction/30139/murder-mystery-and-monsters,3,62,1188,18,JUNE082020,15 Jun 2020 13:52:32 GMT,PM Sent
There Are No Heroes In Heaven,Paul Tromba,,151181,https://www.royalroad.com/profile/151181,https://www.royalroad.com/private/send/151181,https://www.royalroad.com/fiction/29863/there-are-no-heroes-in-heaven,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
takumi no eri,gusdefrog,,107758,https://www.royalroad.com/profile/107758,https://www.royalroad.com/private/send/107758,https://www.royalroad.com/fiction/30463/takumi-no-eri,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
A Queen's Rebellion: War of Vassago,fabian2020,,154264,https://www.royalroad.com/profile/154264,https://www.royalroad.com/private/send/154264,https://www.royalroad.com/fiction/30462/a-queens-rebellion-war-of-vassago,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
One Wish from Disaster,Lady Siv,,101395,https://www.royalroad.com/profile/101395,https://www.royalroad.com/private/send/101395,https://www.royalroad.com/fiction/29181/one-wish-from-disaster,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Heavenly Divine War God,Sabarinath Vk,,147955,https://www.royalroad.com/profile/147955,https://www.royalroad.com/private/send/147955,https://www.royalroad.com/fiction/30204/heavenly-divine-war-god,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Beginning Of Reality,ThatWriterBoi,,29948,https://www.royalroad.com/profile/83497,https://www.royalroad.com/private/send/83497,https://www.royalroad.com/fiction/29948/beginning-of-reality,2,67,429,7,MAY222020,15 Jun 2020 13:52:32 GMT,PM Sent
Mor kha'jay!,Lady Sayeh,,148032,https://www.royalroad.com/profile/148032,https://www.royalroad.com/private/send/148032,https://www.royalroad.com/fiction/29692/mor-khajay,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Flame On!,Thikez31,,151601,https://www.royalroad.com/profile/151601,https://www.royalroad.com/private/send/151601,https://www.royalroad.com/fiction/29947/flame-on,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Became a Store Owner when the system came!.,GaiusFromTheDune,,51798,https://www.royalroad.com/profile/51798,https://www.royalroad.com/private/send/51798,https://www.royalroad.com/fiction/30202/became-a-store-owner-when-the-system-came,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Miss Matilda's Orphanage,William Riverdale,,73305,https://www.royalroad.com/profile/73305,https://www.royalroad.com/private/send/73305,https://www.royalroad.com/fiction/30564/miss-matildas-orphanage,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Cross Roads: The Monsters Among Us (Book One),btinovels,,146723,https://www.royalroad.com/profile/146723,https://www.royalroad.com/private/send/146723,https://www.royalroad.com/fiction/30392/cross-roads-the-monsters-among-us-book-one,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Fantastika Ultimata: Alice Blacksteel,Darkslayer_404,,145638,https://www.royalroad.com/profile/145638,https://www.royalroad.com/private/send/145638,https://www.royalroad.com/fiction/29677/fantastika-ultimata-alice-blacksteel,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Silver Company,Abdulaziz Aminu,,143529,https://www.royalroad.com/profile/143529,https://www.royalroad.com/private/send/143529,https://www.royalroad.com/fiction/30000/silver-company,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Cold Heart,sduy8,,98519,https://www.royalroad.com/profile/98519,https://www.royalroad.com/private/send/98519,https://www.royalroad.com/fiction/29942/cold-heart,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
One Soul Thousand Lives,bookgod,,82170,https://www.royalroad.com/profile/82170,https://www.royalroad.com/private/send/82170,https://www.royalroad.com/fiction/30539/one-soul-thousand-lives,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
ADEPTAVERSE LOREBOOK,Imperium Forever,,133935,https://www.royalroad.com/profile/133935,https://www.royalroad.com/private/send/133935,https://www.royalroad.com/fiction/30081/adeptaverse-lorebook,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Elements of Change,writergirl528,,145887,https://www.royalroad.com/profile/145887,https://www.royalroad.com/private/send/145887,https://www.royalroad.com/fiction/30589/elements-of-change,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Kegel series,Isioma Jemimah Okonicha,,154471,https://www.royalroad.com/profile/154471,https://www.royalroad.com/private/send/154471,https://www.royalroad.com/fiction/30452/kegel-series,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Anomoly,pip,,134665,https://www.royalroad.com/profile/134665,https://www.royalroad.com/private/send/134665,https://www.royalroad.com/fiction/29946/anomoly,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Gvera Cross Books 1 and 2,Blackheart Ravensoul,,144046,https://www.royalroad.com/profile/144046,https://www.royalroad.com/private/send/144046,https://www.royalroad.com/fiction/28666/gvera-cross-books-1-and-2,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Celestial Realms,PHANTOM DRAKE,,154499,https://www.royalroad.com/profile/154499,https://www.royalroad.com/private/send/154499,https://www.royalroad.com/fiction/30457/celestial-realms,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Novae City: Rising Stars,Bluecloak,,152749,https://www.royalroad.com/profile/152749,https://www.royalroad.com/private/send/152749,https://www.royalroad.com/fiction/30201/novae-city-rising-stars,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
A Brother's Vow,TheChikenWizard,,151586,https://www.royalroad.com/profile/151586,https://www.royalroad.com/private/send/151586,https://www.royalroad.com/fiction/29945/a-brothers-vow,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Calm,Banana God,,151270,https://www.royalroad.com/profile/151270,https://www.royalroad.com/private/send/151270,https://www.royalroad.com/fiction/30200/calm,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Conflagration,yesobviously _69,,154447,https://www.royalroad.com/profile/154447,https://www.royalroad.com/private/send/154447,https://www.royalroad.com/fiction/30455/conflagration,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Curses magic and curiosities.,Double Wizard Potabro,,30196,https://www.royalroad.com/profile/145881,https://www.royalroad.com/private/send/145881,https://www.royalroad.com/fiction/30196/curses-magic-and-curiosities,0,13,308,4,MAY252020,15 Jun 2020 13:54:22 GMT,PM Sent
Redemption of Prince and His Friends,Roseann,,154468,https://www.royalroad.com/profile/154468,https://www.royalroad.com/private/send/154468,https://www.royalroad.com/fiction/30451/redemption-of-prince-and-his-friends,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Reign of Monsters,LogicaeCeptus,,147037,https://www.royalroad.com/profile/147037,https://www.royalroad.com/private/send/147037,https://www.royalroad.com/fiction/30450/reign-of-monsters,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Our Cruel Fate,Nano X,,151872,https://www.royalroad.com/profile/151872,https://www.royalroad.com/private/send/151872,https://www.royalroad.com/fiction/30194/our-cruel-fate,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Sunfire : A Starfall Chronicle,Kester Avery,,148634,https://www.royalroad.com/profile/148634,https://www.royalroad.com/private/send/148634,https://www.royalroad.com/fiction/29680/sunfire-a-starfall-chronicle,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Purple Lipstick Designer Club Vol. 1: Let's Be Cute Maids!,maru dot cool,,130249,https://www.royalroad.com/profile/130249,https://www.royalroad.com/private/send/130249,https://www.royalroad.com/fiction/29424/purple-lipstick-designer-club-vol-1-lets-be-cute,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Disillusioned,Secariel,,118918,https://www.royalroad.com/profile/118918,https://www.royalroad.com/private/send/118918,https://www.royalroad.com/fiction/30365/the-disillusioned,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Path of a psychopathic detective,Abyss studio,,155129,https://www.royalroad.com/profile/155129,https://www.royalroad.com/private/send/155129,https://www.royalroad.com/fiction/30575/path-of-a-psychopathic-detective,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Ignocium Opulentos High,Loundu,,154962,https://www.royalroad.com/profile/154962,https://www.royalroad.com/private/send/154962,https://www.royalroad.com/fiction/30584/ignocium-opulentos-high,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The film,Mocho the cold latte,,153872,https://www.royalroad.com/profile/153872,https://www.royalroad.com/private/send/153872,https://www.royalroad.com/fiction/30345/the-film,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Human Hunter,UnformedStatue,,154506,https://www.royalroad.com/profile/154506,https://www.royalroad.com/private/send/154506,https://www.royalroad.com/fiction/30446/human-hunter,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
That one Choices game,Dexit,,151524,https://www.royalroad.com/profile/151524,https://www.royalroad.com/private/send/151524,https://www.royalroad.com/fiction/29933/that-one-choices-game,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Waltz Under The Moonlit Night,Anon-chan,,153323,https://www.royalroad.com/profile/153323,https://www.royalroad.com/private/send/153323,https://www.royalroad.com/fiction/30444/waltz-under-the-moonlit-night,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Last Stand: A Super Hero Story,Twincann0n,,58410,https://www.royalroad.com/profile/58410,https://www.royalroad.com/private/send/58410,https://www.royalroad.com/fiction/30188/last-stand-a-super-hero-story,,,,,,15 Jun 2020 13:52:32 GMT,
The Southern Magicks,Geek_Aflame,,151472,https://www.royalroad.com/profile/151472,https://www.royalroad.com/private/send/151472,https://www.royalroad.com/fiction/29931/the-southern-magicks,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
A Will and A Way,Vengeful Mage,,131881,https://www.royalroad.com/profile/131881,https://www.royalroad.com/private/send/131881,https://www.royalroad.com/fiction/30442/a-will-and-a-way,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Last Exorcist,Valence Lao,,151476,https://www.royalroad.com/profile/151476,https://www.royalroad.com/private/send/151476,https://www.royalroad.com/fiction/29930/the-last-exorcist,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Clockwork Dragon Slayer,Sun Kitten,,136076,https://www.royalroad.com/profile/136076,https://www.royalroad.com/private/send/136076,https://www.royalroad.com/fiction/30185/the-clockwork-dragon-slayer,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Lost in the Echoes,ChristodeBoyet,,148493,https://www.royalroad.com/profile/148493,https://www.royalroad.com/private/send/148493,https://www.royalroad.com/fiction/29417/lost-in-the-echoes,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Catharsis,Adam Hayche,,150726,https://www.royalroad.com/profile/150726,https://www.royalroad.com/private/send/150726,https://www.royalroad.com/fiction/29928/catharsis,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Endless Dream,Lord Elturias,,143944,https://www.royalroad.com/profile/143944,https://www.royalroad.com/private/send/143944,https://www.royalroad.com/fiction/28647/endless-dream,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Of Serpents Swords and Steam,KaillicSterling,,152830,https://www.royalroad.com/profile/152830,https://www.royalroad.com/private/send/152830,https://www.royalroad.com/fiction/30182/of-serpents-swords-and-steam,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Mystic of the Lost Gods,The_Howitzer,,83537,https://www.royalroad.com/profile/83537,https://www.royalroad.com/private/send/83537,https://www.royalroad.com/fiction/30437/mystic-of-the-lost-gods,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Somewhere Else,Gorexn,,132706,https://www.royalroad.com/profile/132706,https://www.royalroad.com/private/send/132706,https://www.royalroad.com/fiction/29924/somewhere-else,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Arynstar Rising,S. Pyke,,151300,https://www.royalroad.com/profile/151300,https://www.royalroad.com/private/send/151300,https://www.royalroad.com/fiction/30179/arynstar-rising,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Fate and Chance,Cloudburst Ky,,151463,https://www.royalroad.com/profile/151463,https://www.royalroad.com/private/send/151463,https://www.royalroad.com/fiction/29922/fate-and-chance,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Journey of the Lost,The Infinice,,102668,https://www.royalroad.com/profile/102668,https://www.royalroad.com/private/send/102668,https://www.royalroad.com/fiction/30433/journey-of-the-lost,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Across Different Lifetimes and Realms to Find You,Eternal DayDreamer,,152828,https://www.royalroad.com/profile/152828,https://www.royalroad.com/private/send/152828,https://www.royalroad.com/fiction/30176/across-different-lifetimes-and-realms-to-find,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Robots Punks And Galactic Fun,JR Vega,,151328,https://www.royalroad.com/profile/151328,https://www.royalroad.com/private/send/151328,https://www.royalroad.com/fiction/29920/robots-punks-and-galactic-fun,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Divides,SkeeBiDiDooBop,,126279,https://www.royalroad.com/profile/126279,https://www.royalroad.com/private/send/126279,https://www.royalroad.com/fiction/30175/the-divides,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Shiori Mystery (Date A Live Parody),Kayshawn Maybor,,148587,https://www.royalroad.com/profile/148587,https://www.royalroad.com/private/send/148587,https://www.royalroad.com/fiction/29919/the-shiori-mystery-date-a-live-parody,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Stress Reliever,ManyCaps,,30430,https://www.royalroad.com/profile/151659,https://www.royalroad.com/private/send/151659,https://www.royalroad.com/fiction/30430/stress-reliever,0,1,65,2,MAY252020,15 Jun 2020 13:52:32 GMT,PM Sent
Reincarnation of Fate,ReincarnatedSaint,,152631,https://www.royalroad.com/profile/152631,https://www.royalroad.com/private/send/152631,https://www.royalroad.com/fiction/30429/reincarnation-of-fate,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Peace At Last (Short Story),TrueDove,,152810,https://www.royalroad.com/profile/152810,https://www.royalroad.com/private/send/152810,https://www.royalroad.com/fiction/30173/peace-at-last-short-story,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Storytime for Noble Guests,deaddark,,137763,https://www.royalroad.com/profile/137763,https://www.royalroad.com/private/send/137763,https://www.royalroad.com/fiction/30428/storytime-for-noble-guests,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Testament of Ezra,Titanium Draagon,,30427,https://www.royalroad.com/profile/147827,https://www.royalroad.com/private/send/147827,https://www.royalroad.com/fiction/30427/testament-of-ezra,5,79,1003,12,JUNE052020,15 Jun 2020 13:52:32 GMT,
Chance Meetings,nefor,,152806,https://www.royalroad.com/profile/152806,https://www.royalroad.com/private/send/152806,https://www.royalroad.com/fiction/30171/chance-meetings,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Jogre Empire,eluka12,,148407,https://www.royalroad.com/profile/148407,https://www.royalroad.com/private/send/148407,https://www.royalroad.com/fiction/29915/jogre-empire,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Sinbrios Case,F0beL0tus,,147770,https://www.royalroad.com/profile/147770,https://www.royalroad.com/private/send/147770,https://www.royalroad.com/fiction/29304/the-sinbrios-case,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Age of Shadows,xSparkZx,,124202,https://www.royalroad.com/profile/124202,https://www.royalroad.com/private/send/124202,https://www.royalroad.com/fiction/30505/the-age-of-shadows,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Secretly Dating an Idol,MyWriter Page,,155254,https://www.royalroad.com/profile/155254,https://www.royalroad.com/private/send/155254,https://www.royalroad.com/fiction/30602/secretly-dating-an-idol,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Barbonia,Damianoalferrario,,154861,https://www.royalroad.com/profile/154861,https://www.royalroad.com/private/send/154861,https://www.royalroad.com/fiction/30527/barbonia,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Garden,snazzyness101,,153277,https://www.royalroad.com/profile/153277,https://www.royalroad.com/private/send/153277,https://www.royalroad.com/fiction/30271/garden,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Worlds Divided Flara’s Journey,Flara24,,155662,https://www.royalroad.com/profile/155662,https://www.royalroad.com/private/send/155662,https://www.royalroad.com/fiction/30674/worlds-divided-flaras-journey,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Lambs and Wolves,ClairePilgrim,,128141,https://www.royalroad.com/profile/128141,https://www.royalroad.com/private/send/128141,https://www.royalroad.com/fiction/29907/lambs-and-wolves,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Doom Island,hardking5353,,36514,https://www.royalroad.com/profile/36514,https://www.royalroad.com/private/send/36514,https://www.royalroad.com/fiction/30675/doom-island,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Every Part of the Gods,Emmanuel Gonzalez Caseira,,120570,https://www.royalroad.com/profile/120570,https://www.royalroad.com/private/send/120570,https://www.royalroad.com/fiction/28884/every-part-of-the-gods,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Phantom Path,Prince N,,29908,https://www.royalroad.com/profile/151413,https://www.royalroad.com/private/send/151413,https://www.royalroad.com/fiction/29908/phantom-path,5,155,1141,18,JUNE012020,15 Jun 2020 13:52:32 GMT,PM Sent
The Nighthawks,ZethinWrites,,154307,https://www.royalroad.com/profile/154307,https://www.royalroad.com/private/send/154307,https://www.royalroad.com/fiction/30420/the-nighthawks,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Children of thunder,Xristopher,,155303,https://www.royalroad.com/profile/155303,https://www.royalroad.com/private/send/155303,https://www.royalroad.com/fiction/30677/the-children-of-thunder,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Angel's Ladder,The Cosmogonist,,63817,https://www.royalroad.com/profile/63817,https://www.royalroad.com/private/send/63817,https://www.royalroad.com/fiction/29910/angels-ladder,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
